req,res
그래서 버스보다 지하철이 좋아.,나도 지하철이 더 좋아.
다음에는 꼭 역세권으로 이사가야지.,우리 역세권으로 가자.
어제 친척모임 했어.,친척모임 어디서 모였어?
우리 집에서 모였어.,정말? 오랜만에 반가웠겠다.
"전혀, 난 친척들이랑 어색하거든.",그럼 오히려 불편했겠는데?
"응, 난 친척들이랑 친한거 보면 신기해.",우리 집은 서로 친한 편이야.
사실 가족이 제일 좋은 친구지.,너도 기회 생기면 친해져봐.
다음 주말에 친구 결혼식 가는데 옷을 어떻게 입어야하지?,깔끔하게 어두운 계열로 입어! 자켓같은 거
결혼식을 안 가봐서 걱정 된다,입을 거 없으면 빌려줄까?/내 결혼식 룩이 있지 ㅋㅋ
그럼 내일 받으러 갈게,오키오키 근데 어떤 친구가 결혼하는 거여?
결혼한다고 연락 왔더라고,헐 진짜? 결혼 늦게 할 것 같았는데... 신기하다
그치? 나도 생각도 못했어,축하한다고 전해줘~
우리 고양이한테 장난감 새로 사줬어.,장난감 잘 가지고 놀아?
한 두어번 하더니 쳐다도 안 보더라.,고양이들은 그렇게 새침하대 원래.
집에 쌓여있는 장난감만 한가득이야.,그래도 계속 사게 되지?
"응, 고양이랑 놀고 싶어서 자꾸 사.",아 나도 고양이 키우고 싶다.
지금 우리집에 고양이 보러 가자.,좋아 사진 많이 찍고 와야지.
추워지니까 스케이트 타고 싶다.,너 스케이트 잘 타?
인라인 타는 거랑 비슷하지 않아?,맞아 인라인 잘 타면 스케이트도 잘 타.
너 막 김연아처럼 스핀 돌고 할 수 있어?,내가 그걸 할 수 있었으면 여기 안 있지.
그렇게 미끄러운 얼음장에서 점프하고 스핀하고 어떻게 하는거야?,그러니까 세계 최고라고 인정 받는거지.
하긴 너도 나도 다 하면 그건 또 의미 없겠다.,맞아. 김연아 선수니까 독보적으로 할 수 있는거야.
난 날씨가 추워서 패딩 입고 다녀.,벌써 패딩을 입어?
대신 안에 반팔 입어.,안에 반팔이면 괜찮겠다.
사무실에 들어가면 따뜻해.,밖에 있지 않으면 괜찮지.
방에 난방은 잘 돼?,우리 집은 너무 추워.
집에서 환기 자주 해?,환기를 너무 자주 해.
나 헬스장 다니려고.,정말? 갑자기 왜 헬스장을 다니려고?
헬스장 할인을 하는거야.,원래 헬스장은 다 할인해주더라.
그래서 PT도 끊었어.,정말? PT 엄청 비싼데.
상술에 넘어가서 36회 예약했어.,너 돈 많이 벌었구나.
이왕 하는거 근육맨 되려고.,나중에 대회도 나가봐.
나는 아파트가 좋아.,나도 아파트가 좋더라.
택배 받기도 편해.,관리도 잘 되잖아.
치안적인 부분도 좋아.,치안도 사는데 중요해.
주차공간도 아파트가 좋아.,빌라는 아무래도 불편하지.
우리 나중에 아파트 사자.,그래 꼭 아파트 사자.
혹시 너 쌍둥이 가족이 있어?,응 나 쌍둥이 가족이 있어
그런데 둘이 안 닮았잖아.,"아, 우리 이란성 쌍둥이거든."
아~ 쌍둥이인데 그래서 안 닮았구나.,성격도 완전 달라.
"그래보였어, 이란성이면 다른 사람이지 뭐.",그래도 평생 좋은 친구인게 참 좋아.
나는 형제가 없어서 부럽다.,나도 가끔 외동인 너가 부러워.
내 친구 애인이랑 헤어졌대,그 유난 떠는 친구?...
응응 걔 헤어져서 난리났었잖아,아니 그렇게 유난을 떨더니 어쩌다가 헤어진 거야
속 사정은 잘 모르겠는데 좋게 헤어진 건 아닌 것 같더라고,"아이고, 많이 좋아하는 것 같던데 속 상하겠네"
그래서 어제 하루종일 들어주느라 아주 진이 다 빠졌다,너도 고생했다 야
난 그렇게 안 헤어져야지,유난만 안 떨면 돼...
내 친구가 고슴도치를 키워.,고슴도치는 가시때문에 못 만지는 거 아니야?
키우다 보면 고슴도치가 가시를 내려준대.,"우와 신기하다, 주인을 알아보나봐."
내 친구는 똥싸는 선인장이라고 불러.,별명이 완전 찰떡이다.
코를 킁킁거리는게 정말 귀엽더라.,나도 한번 보고 싶다.
한번도 고슴도치 본 적 없어?,응 그래서 고슴도치가 궁금해.
토트넘 손흥민 알지?,모르면 간첩 아니야?
토트넘이랑 재계약 했대.,토트넘도 세계 최강 아니야?
사실 토트넘은 최고라고 하긴 좀 애매해.,나는 해외 축구는 잘 몰라서.
손흥민 덕분에 토트넘이 좀 사는거지.,손흥민이 진짜 잘하긴 하는구나.
해외 축구가 확실히 눈이 즐거워.,나중에 나랑 같이 보자.
요즘 일기 예보가 너무 안 맞아.,"내 말이, 예보 보는 이유가 없어."
얼마 전에는 우산도 없는데 비가 내리는 거야.,그거만큼 난감한 게 없지.
그래서 집에 우산도 많은데 또 우산을 샀어.,나도 집에 편의점 우산만 5개야.
근데 생각해보면 예보를 맞추는 것도 쉽지 않을 거 같기는 해.,"그건 그렇지만, 우리는 예보를 보는 입장이니까 잘 알고 싶은 거지."
내일은 예보가 좀 잘 맞으면 좋겠다.,나도 우산 가지고 나왔는데 비 안 오면 우산 귀찮다고.
저번에 주문했다던 박스는 왔어?,아 그거 완전 어이없잖아.
왜 무슨 일 있었어?,배송이 안 와서 홈페이지 확인해보니까 배송 완료가 되어 있는거야.
무슨 그런 일이 있대?,"그러니까, 난 물건 받지도 않았는데 배송 완료가 말이 되냐고."
그래서 연락은 좀 해봤어?,응 지금 문의 넣어두고 기다리고 있는 중이야.
어디 잘못 배송갔을 수도 있겠다.,내가 홈페이지에서 확인해봐서 다행이지.
집 나와서 살고 싶다.,집 나오면 다 돈이야.
전세로 방 구하고 싶어.,전세는 거의 구하기 힘들어.
내가 집주인이라도 월세 하지.,월세가 훨씬 비싸지.
요즘 집값이 정말 비싸.,집값은 원래 비쌌어.
근데 더 비싸 졌어.,내 방은 보증금 2000에 35야.
축하해! 아기 낳았는 소식 들었어!,진짜 너무 힘들었어.
너의 아기는 딸이야? 아들이야?,"딸래미야, 공주님."
어머~ 아기 너무 예쁘겠다.,"지금 예쁜 건 잘 모르겠고, 너무 힘들다."
회복을 잘 해야 한대.,"응, 산후조리 잘 하는 게 중요하지."
나중에 아기 보러 갈게.,응 꼭 아기 보러 놀러와~
너는 왜 소개팅 안 나가?,일단 그런 자리가 너무 민망해 어색하잖아
너 말도 많고 낯 안 가리지 않아?,아니 나 꽤나 내성적이야...
전혀 아닌데... 소개팅 시켜줘도 안 나갈 거야? 잘생겼어,잘생겼다고? 정말이야? 확실해?
진짜로 ㅋㅋ 내가 본 사람 중에 제일이야,그러면 당장 나가지 내가 원래 낯 안 가려 ^^
원래는 가리신다면서요?,그건 그거고 이건 이거지 달라
동물병원은 왜 보험이 안 되는 걸까.,반려동물 보험 가입도 있잖아!
있기는 한데 그게 사실 별 쓸모가 없어서 대부분은 가입을 안 할거야.,아 그래? 혜택이 생각보다 많이 없나보구나.
우리집 고양이 병원 한 번 데려가면 돈 깨지는 게 순식간이야.,동물도 사랑으로만 키우는 게 아니랬어...
반려동물 키우는 것도 아기 키우는 거랑 똑같은 거 같아.,"맞아 다 책임져야 하고 시간, 돈, 노력을 써야하는 일이니까."
힘들지만 그래도 보면 얼마나 사랑스러운지 몰라.,"그건 그래, 너네 집 고양이 진짜 예쁘게 생겼어."
여름이 금방 가서 아쉬워.,그러니까 바다도 못 갔는데.
나도 바다도 못 갔어.,빠지도 하러 가고 싶었는데.
그러니까 여름에 시간이 안 났지.,레저하기에는 여름이 진짜 좋은데.
빠지하는 곳에서 수영도 할 수 있잖아.,맞아 난 바나나보트도 좋아해.
그거 꼭 일부러 빠뜨리잖아.,난 안 빠지려고 버티다가 다칠 뻔했어.
아침에 출근할 때 너무 추워.,근데 오후 되면 또 덥지 않아?
일교차가 크면 옷을 어떻게 입어야 할지 모르겠어.,나도 그래 안 그래도 옷도 못 입는데.
그리고 지하철 타면 또 더워진다고.,근데 밖은 또 엄청 춥고 어느 장단에 맞춰야 해?
추울 때면 더욱 돈 많은 백수가 되고 싶어.,맞아 추우면 일어나기 더 힘들지.
전기장판이 완전 마약이야.,전기장판 안에서 녹아 있고 싶어.
헬스장은 왜 가격 표기를 안 하는걸까?,아 나도 그거 짜증나.
그리고 꼭 부가세 별도라고 해놓잖아.,맞아 원래 부가세 포함가를 알려줘야 되는거 아니야?
전화로 가격 물어봤더니 현장 상담만 한대서 끊어버렸어.,"진짜 웃긴다, 정가 알려주면 되지 뭔 현장 상담이야."
그렇게 겉 멋만 든 헬스장은 안 가는게 나아.,"맞아, 헬스장은 동네에 가까운데가 최고라니까."
할인 한다고 그래서 전화해봤는데 기분만 나빠졌어.,"그러니까, 내가 다니는 헬스장은 괜찮은데 한 번 구경 와 봐."
요즘 서울 집값 시세가 엄청나.,10억은 우습더라.
월급쟁이는 집 어떻게 사냐?,월급으로 집 사는건 못 하지.
로또나 매주 사야겠어.,우리 매주 로또 사자.
1등 당첨되면 집 사자.,그래 1등 당첨 되길 바라.
1등 되면 너무 행복 할것 같아.,상상만 해도 기뻐.
운전면허 자격증 있어?,나 1종 있는 사람이야.
나는 2종 땄어.,나는 트럭도 운정 가능해.
트럭도 운전 가능하고 대단해요.,칭찬 삼백번 해줘야지.
나중에 나 트럭 태워줘.,내가 트럭 뽑아서 태워줄게.
트럭 사러 가자.,트럭 사면 태워줄게.
요즘 아르바이트 최저 시급 얼마지?,나도 잘 모르겠네.
최저시급만 받아도 꽤 많아.,최저시급이 많이 높아지긴 했어.
내가 아르바이트 할 때는 6천원 이랬는데.,정말 많이 높아졌다.
지금은 진짜 좋아졌지.,나도 지금처럼 받았으면 아르바이트 할 맛이 났을거야.
나때는 말이야 다들 그렇게 살았어.,세상이 변해가니까 정말 좋다.
너가 언니가 있다고 했지?,응 근데 어제 싸웠어.
왜 싸웠어?,라면 먹는데 한입만 달라고 해서.
진짜 그건 못 참지.,두번 생각해도 언니 잘못이야.
나도 그 말에 백번 동의해.,어떻게 라면을 뺏어먹어?
언니들은 다 그런가봐.,차라리 외동이면 좋을텐데.
아 이번주 토요일 오빠랑 기념일인데 뭘 해 줘야 되지,무슨 기념일인데? 300일?
아니 우리 1주년이야 ㅠㅠ,벌써 일 년이나 만났어? 대박이다 그냥 둘이 소소하게 파티 해
방 빌려서 그러는 게 낫겠지?,응 그리고 작게 선물 하나 주면 딱일 듯
케이크도 사면 기분 좋겠지?,있으면 더 좋지~ 케이크도 사! 사진 찍어
그래야겠다 레터링케이크 알아봐야겠네,저번에 했던 곳 맛있고 좋았었어
너는 고양이가 좋아 강아지가 좋아?,나는 반려동물이면 고양이가 좋아!
특별히 고양이를 더 좋아하는 이유가 있어?,강아지랑 고양이 만질 때 느낌이 다른 거 알지?
같은 털 있는 동물인데 느낌이 달라?,"응 고양이는 말랑말랑하고, 강아지는 좀 딱딱해."
"아~ 생각해보니 그렇다, 고양이 액체설 있잖아 ㅋㅋ",너네 집 고양이도 액체같아?
우리 집 고양이는 뚱냥이라 유독 더 말랑거리지.,느낌 진짜 좋겠다.
배드민턴 좋아해?,나 고등학교 때 완전 잘했어.
가볍게 하기 좋은 운동이지.,이용대 때문에 반해가지구.
이용대 유명했지 올림픽때.,친구들이랑 세레모니 따라하고 그랬는데.
배드민턴은 치는 거 보다 공 줍는 게 일이야.,맞아 랠리가 잘 안 이어져서.
공 줍는 거 때문에 잘 안 하게 돼.,나도 최근에는 해본 적 없어.
너는 어떤 계절이 좋아?,나는 봄이 제일 좋아.
맞아 봄이 따뜻하고 좋지.,너는 어떤 계절이 좋은데?
너무 추운 겨울은 별로야.,그럼 여름 좋아하겠네?
또 너무 더운 여름은 별로야.,도대체 어쩌란 말이냐.
두 계절 사이 가을이 딱 좋아.,그래 애매한 가을이 딱 너 같다.
내가 아웃백 싸게 가는 법 알려줄까?,응 뭔데 나도 알려줘!
중고나라에서 아웃백 상품권 사면 돼.,얼마에 살 수 있는데?
보통 5만원 짜리를 4만 5천원에 팔더라고.,그럼 겨우 5천원 할인 아니야?
"거기에 통신사 할인, 생일 쿠폰까지 더하면 3만원 정도 할인 받을 수 있어!",3만원? 엄청 많이 할인 받는거네!
"응, 그러니까 이번주에 나랑 아웃백 가자.","우와, 나를 위해 다 알아본 거 였구나?"
강남에 사는 사람들은 좋을 것 같아.,그치 모든 인프라가 강남에 집중되어 있잖아.
서울 사람들 세금으로 강남만 개발하는 건 불공평한거 아니야?,그래도 강남 사람들이 세금을 많이 내겠지?
강남 사는 사람들 부러워 정말로.,"나도 그래, 지하철도 버스도 생활이 엄청 편리해지잖아."
진짜 지리적 위치도 사는데 중요한 것 같아.,그치 산골 오지에 살면 불편한 게 많잖아.
"사람들이 다 서울로 몰리고, 강남으로 몰리는 이유가 있다니까","그러니까, 서울에 사람 좀 없어지면 좋겠어."
나는 출근 할 때 지하철 타.,나도 지하철 타.
나는 버스도 타고 가.,나는 버스는 안타.
나는 지하철역이 멀어서 버스 타.,나는 지하철역이 가까워.
환승이 되니까 다행이야.,환승제도 참 좋아.
몇호선 타고 다녀?,나는 2호선 타고 다녀.
요즘은 취업이 너무 힘들어.,다들 스펙이 엄청나.
다들 토익은 기본이지.,자격증도 엄청 많아.
실제로 업무에 필요 할까?,나는 필요 없다고 생각해.
나도 같은 생각이야.,쓸모없는 스펙이 너무 많아.
어차피 입사하면 새로 배워.,나도 그렇게 생각해.
인터넷에서 시댁때문에 고통받는 며느리 글을 봤어.,예전에는 많이 심했지만 요새도 그러나?
글 보니까 며느리랑 시댁이랑 기싸움이 장난 아니더라고.,나도 여자여서 그런지 결혼해서 시댁을 가족으로 받아 들일 수 있을까 걱정이 돼.
서로서로 남이다 생각하고 배려하면 잘 지낼텐데.,"그러니까, 나는 시댁 생기면 내 가족이다 생각하고 잘 하려고."
오히려 내 가족이다 생각하면 안 될 것 같아.,하긴 난 진짜 내 가족이랑도 죽어라 싸우는데.
서로 손님이다 생각해야 트러블 없이 잘 지내겠어.,나도 벌써부터 너가 하는 말 들으니까 걱정된다.
내 이상형 엑소 디오,너 며칠 전에는 방탄소년단 뷔가 이상형이라며
원래 이상형은 항상 바뀌는 거야,그렇긴 하지 나는 서강준이 내 외적 이상형이야
서강준 좋지 ㅠㅠ 강준이도 내 이상형이었던 남자들 중 하나야,뭐야 하나만 해 강준 내 거야
이상형에 내 거 니 거가 어디 있니 나눠 가져,"그렇긴 해, 나도 곧 이상형 바뀔듯 새로운 작품 나오면"
ㅋㅋ 과연 누구로 바뀔 것인가,사랑의 불시착 현빈 정도? ㅎ
코로나 때문에 수영을 못 가.,맞아 나도 그게 짜증나.
수영 하는 거 진짜 좋은데.,근데 하면 금방 배고프잖아.
맞아 엄청 배가 금방 고파.,그래서 수영 그만두면 살 엄청 찐대.
내가 그래서 살이 찌는 건가.,그럴 수도 있어.
수영하는 사람들은 살찌는 것 때문에 못 그만둔다 더라.,너도 얼른 다시 수영 시작해야겠다.
아 여행가고 싶다...,오 나도! 어디로 여행 가고싶어?
음 나는 해외는 대만으로 가고 싶어 너는?,나는 호주! 지금 날씨에 대만가면 여행하기 너무 좋을 것 같아
와 호주도 좋지! 호주 가본 적 있어?,응 가봤어! 날씨며 음식이며 다 완벽했어./기회가 되면 부모님 모시고 꼭 한번 더 다녀오려고.
혹시 유럽은 가본 적 있어?,아 그랬구나. 유럽? 아니 아직 안 가봤어./코로나 끝나면 꼭 가보고싶어
유럽에서 꼭 가보고 싶은 나라 있어?,스위스는 꼭 가고싶어 사진보니까 동화 속 한 장면 같더라고./다음에 꼭 같이 가자ㅎ
요즘 비가 많이 오는 거 같아.,비가 오면 파전 먹고 싶어.
비 오면 왜 파전이 먹고 싶어지는 줄 알아?,"아니 잘 몰라, 술 땡겨서 그런 거 아냐?"
빗소리랑 파전 튀기는 소리랑 비슷하잖아.,아 소리 때문에 파전 연상 되는 거구나.
응 그런가 봐 생각보다 단순하지?,그렇네 생각지도 못했어.
비 오면 추우니까 파전이 더 생각나기는 해.,내일 비 오면 같이 먹자!
당근마켓에서 산 폴로티가 너무 맘에 들어.,그래? 얼마 주고 샀는데?
5천원에 편의점 반값 택배 해서 총 7천원에 샀어.,우와 엄청 싸게 샀네.
응 좀 낡은 거 같기는 한데 핏은 잘 맞더라고.,근데 남이 입던 거 입기 좀 껄끄럽지 않아?
아냐 한번 사면 내꺼라는 인식이 생겨서 그런가 생각보다 괜찮아.,오 나는 아무래도 옷은 그냥 새거 사서 입는게 좋더라고.
그치 그런건 사람마다 다르니까.,너가 중고거래 잘하는 거 보면 부럽긴 해.
요즘 유행하는 유미의 세포들 봤어?,유명한 웹툰 말하는거지?
"응, 그 웹툰 곧 책으로 나온대.",아 진짜? 너 그 책 사려고?
"아니, 책 사는 건 오바같더라고.","그치, 그냥 핸드폰으로 봐."
요샌 폰으로 보는게 더 느낌이 살아.,다른 웹툰은 뭐 봐?
요새는 그거 말고는 잘 안 봤어.,다음에 또 추천해줘.
나는 역세권보다는 편세권이 좋아.,나도 혼자사니까 편의점 가까운 게 최고더라.
요새는 편의점 행사나 할인 많이 하잖아.,맞아 어쩔 때는 마트보다 쌀 때도 있어.
특히 맥주 살 때 너무 좋아.,맞아 혼자 살면 혼술 많이 하게 되지.
아 그런데 나는 혼자 사는 건 아니라서.,맞다 순간 혼자 사는 줄 알았어.
오늘 편의점에서 아이스크림이나 사와야겠다.,맛있게 먹고 살이나 쪄라.
너는 운전 자주 해?,너는 나는 장롱 면허야.
최근에 언제 운전 했어?,몇달 전에 하긴 했어.
운전 해보니까 어때?,너무 긴장해서 무서워.
나도 처음에는 그랬어.,언제쯤 운전이 익숙해져?
매일 운전 해야해.,나도 운전 매일 해야겠다.
내년에는 연봉 좀 올라라.,나는 회사에서 많이 올려줘.
진짜 너무 부러워.,이 회사에 뼈를 묻으려고.
대표님이 일 많이 시켜?,너무 많이 시키긴 해.
그래도 연봉 올려주니까.,연봉이 최고의 복지야.
진짜 금융치료가 최고지.,내년에도 많이 올려야지.
가족끼리는 더 잘 싸우게 되는 거 같아.,"나도 그래, 더 편해서 그런가 말을 막 하게 돼."
원래 가까운 사이일수록 더 배려해야 하는데.,그게 가까운 사이일수록 더 쉽지 않지.
집이랑 밖이랑 똑같은 태도의 사람이 좋은 사람인 거 같아.,그런데 어쩌다 싸운거야?
형이 내 양말신고 다 구멍을 만들어놨어.,에이 그럼 그거는 버리고 다른 거 신으면 되지.
모든 양말에 구멍을 만들어 놨는데도?,아... 그거는 확실히 형이 잘못했다.
아 엄마가 몰래 내 정보 결혼정보회사에 올려놨대,헐 ㅋㅋ 어머니가? 갑자기 왜?
몰라 그냥 심심해서 올렸다는데 이십대에 무슨 결혼이야 말도 안 되지,우리 주위도 슬슬 결혼을 하긴 하잖아 그래도 회사는 웃기다
그래서 한바탕 했더니 또 친척들 중에 누가 중매 서준다고 했대,왜 이렇게 시집을 못보내서 안달이지
나도 모르겠다... 결혼 안 하고 싶은데 아직은 생각 없어,우리가 벌써 결혼 이야기를 할 나이인가...?
전혀 아니라고 생각한다...,나도 동의한다... 당장 내리라고 해
고양이가 할퀴어서 너무 아프다.,그 순한 고양이가 어쩌다가 할퀴었어?
"내가 뱃살을 조물락 거렸거든, 하지 말랬는데도.",그럼 고양이가 빡칠만 했겠다.
우리 고양이는 뱃살 만져주는 거 좋아하는데.,그게 너만 좋아한다고 생각은 안 해봤니.
"아냐 진짜 좋아해, 원래 배 만지면 가만히 있어.",그럼 왜 갑자기 너를 공격한거야?
뱃살 만지다가 뱃살 땅에 끌리지만 마라 했더니 공격하더라고.,"공격 할 만 했네, 말이 너무 심했어."
박태환은 요새 뭐하고 지내?,요새 축구하고 지내던데?
갑자기 축구를 한다고?,TV 프로그램에서 축구하고 있더라.
"수영하다가 축구라니, 의외다.",그래도 체력이 좋아서 잘하는 것 같았어.
하긴 기본 체력은 어디 안 가니까.,운동 하나만 잘 배워 놔도 여러 곳에 쓰이나 봐.
그러니까 운동하는 것도 재능인 것 같아.,너도 운동 잘하는 재능이 있어.
혹시 국내 여행지 어디가 괜찮았어?,국내? 제주도가 최고지 않을까 하하
아 혼자서 짧게 여행 갔다오고 싶어서 하하 가까운 데 가보려고 하거든,당일치기? 아니면 며칠동안?
음 1박2일 정도?,전라도는 어때? 순천이랑 전주 돌아보고 오면 좋을 거 같아.
추천해줄 관광지 있어?,순천에 순천만 갈대밭이 유명해!/전주는 한옥마을이랑 음식이 유명하고 하하/1박2일이면 충분할 것 같아!
다음에 나도 추천해줄게!,응 하하 나도 더 생각나는 곳 있으면 알려줄게!
추워진 지 얼마나 됐다고 여름이 그립냐..,"이쯤에서 ""여름이었다..."" 해줘야지."
갑자기 너무 추워졌어.,가을이 아예 사라진 거 같아.
가을에 입을 옷도 많은데.,나도 하나도 못 입었어.
가을 옷 살 돈 아끼고 좋지 뭐.,그렇게 긍정적으로 생각할 수 있어 다행이다.
근데 여름에 벌써 트렌치코트를 사버렸는 걸.,당근마켓에 파는 건 어때?
너는 청약적금 넣고 있어?,응 나는 매월 적금 넣고 있어.
나는 지금은 청약 안 넣고 있어.,내 집 마련하려면 청약은 필수 아니야?
나는 몇 년 전에 작은 아파트 하나 샀거든.,우와 벌써 내 집 마련 성공했네.
그냥 투자용으로 하나 구매했어.,아 그래서 청약 해지한 거구나.
응 집이 있는데 더 넣을 이유가 없더라.,하긴 그렇기는 하겠다.
교통비가 생각보다 꽤 나와.,한달에 얼마나 나와?
나는 한달에 5만원 정도 나와.,그정도면 적게 나온거지.
재택을 많이 해서 그래.,재택 안하면 얼마 나와?
거의 8만원 나와.,보통 그정도 나오지.
맨날 재택하고 싶어.,재택이 교통비 아끼고 좋지.
요즘 업무가 너무 힘들어.,뭐가 그렇게 힘들어?
모르는 게 계속 나와.,나는 모르는게 없어.
혼자서 책임 지는게 무서워.,그건 진짜 힘들겠다.
이런게 중소기업의 단점이야.,어쩔 수 없긴 하지.
업무가 너무 걱정이야.,힘내 옆에서 항상 널 응원할게.
너는 부모님이랑 사이가 좋은 편이야?,꽤 좋은 편이라고 생각했는데 얼마 전에 심하게 싸웠어.
무슨 일이 있었길래 심하게 싸운거야?,아빠가 화가 나서 내 뺨을 때리셔서 싸움이 크게 번졌지.
"뺨을 맞았다니, 아버지가 잘못하신 것 같은데.",그런데 나도 잘못해서 맞은 것도 있어서 마음이 많이 불편해.
집에 들어가도 많이 불편하겠다.,"지금은 그렇긴 한데, 차차 나아지지 않을까 싶어."
피는 물보다 진하다니까 서로 이해하고 배려하면 될거야.,다시 예전처럼 사이 좋은 가족이 될거야.
어제 소개팅 한 건 어떻게 됐어?,아 말하려면 너무 긴데 ㅋㅋ
왜 맘에 안들었어?,일단 주말에 또 보기로 했어
오 마음에 들었나본데?,한두번 더 만나보고 결정하려고
그래 ㅋㅋ 여러번 만나고 결정하는 게 낫지,주말에 만나고 말해줄게 ㅋㅋ
재밌다 ㅋㅋ 너 소개팅하는 거,야 뭐가 재밌어 ㅋㅋ
고양이 사료값이 꽤 나가,얼마나 나가?
한달에 5만원 정도 나가.,생각보다 많이 나간다.
고양이도 돈 없으면 못 키워.,나는 돈 있으니까 고양이 키울래.
강아지 키울 생각은 없어?,응 없어 강아지는 귀찮아.
강아지도 정말 귀엽지.,고양이가 훨씬 귀여워.
우리 서로한테 여행지 추천해주기 할까?,"너한테 어울리는 여행지를 생각해봤는데, 부산이 떠올랐어"
부산의 어떤 점이 나랑 어울렸어?,"잔잔한 바다를 볼 수도 있고, 롯데자이언츠 좋아하니까 야구도 보러 갈 수 있어서 하하/그리고 너 국밥도 좋아하잖아~"
아 그렇구나 ㅋㅋ 나는 너한테 강릉 추천해주고 싶어,강릉 한번도 안 가봤는데! 이유는?
그리고 요즘 카페거리 생겨서 커피도 다양하게 즐길 수 있대 너 커피 좋아하니까,오 맞아 나 커피 엄청 좋아해ㅠ/안그래도 카페거리 가보고 싶더라~/그런데 요즘은 여행 대신 캠핑을 많이 가더라?
캠핑 가본 적 있어?,응 ㅋㅋ 여행하는 기분이 들었어./형언할 수 없는 새로운 느낌이랄까 하하
날씨가 추워.,날씨가 추우니까 뜨끈한 게 땡겨.
저녁은 국밥 먹고 싶다.,난 추울 때 먹는 국밥이 맛있더라.
이열치열이라고 차가운 걸 먹는 건?,그것도 좋아 난 냉면 먹을래.
이 날씨에 냉면은 너무한 거 아냐?,진정한 냉면 마니아는 겨울에 먹어.
그럼 난 비냉 먹어야겠다.,나는 차가운 물냉으로!
최근에 영화 본거 있어?,최근에 샹치 봤어.
샹치가 무슨 영화야?,마블 영화인데 유명해.
나는 요즘 영화 잘 몰라.,중국인 배우가 나와.
그럼 중국자본 영화인가?,근데 중국에서 상영 금지래.
중국에서 상영 금지라는게 무슨 일이야?,그러니까 웃긴 상황이야.
자취해 본 적 있어?,응 난 1년동안 자취했었어.
자취하면 어떤 부분이 좋아?,일단 혼자 사니까 부모님 간섭이 없어.
다른 단점은 없는 거 같아?,혼자 사니까 좀 외롭기는 해.
그래도 요새는 1인 가구가 많아서 커뮤니티 형성이 잘 되어 있더라.,나같이 낯 가리면 그런데 끼지도 못해.
그럼 낯 가리는 커뮤니티를 형성해 봐.,에휴 그냥 혼자 시간 보내는 게 백 번 낫겠어.
운전면허 언제 취득했어?,나는 한 5년 됐어.
5년동안 운전 했어?,운전은 거의 안했어.
기억 안나지 않아?,가끔 운전 했어.
그럼 기억 나긴 해?,기억은 나긴 하지.
종종 운전 해야 해.,그래야 감을 안 잃지.
회사생활은 할만 해?,계속 사장님이 일 시켜.
일 시키는게 힘들어?,이상한 일도 시켜.
어떤 일 시키는데?,그냥 일을 벌려놔.
그리고 너만 시켜?,나만 시켜서 짜증나.
사장님 왜 그러실까?,그러니까 나도 모르겠어.
할머니 댁에 가면 먹을 것만 엄청 주시지 않아?,"나는 할머니가 일찍 돌아가셔서, 고모들이 그래."
배가 부른데도 계속 먹으라고 하셔.,맞아 나 진짜 배부르다고 하는데도 괜찮다고 먹으래.
가끔은 너무 배불러서 힘들고 짜증날 때가 있어.,"그래도 티내면 안돼, 그게 다 사랑이라고."
그저 우리 먹는 게 좋으신가봐.,"그런가봐, 어른들도 나만 보면 예쁘다고 하셔."
나한테는 멋있다 잘생겼다 하지는 않으시던데...,가족분들이 굉장히 정직하신가 보구나.
혼자 살면 외로울 거 같아.,혼자 살면 반려동물을 키워야지.
맞아 혼자 외로운 거 보다 낫지.,나는 페렛을 키우고 싶어.
페렛이 뭐야?,족제비과 동물인데 엄청 귀여워.
특이한 동물을 많이 아는구나.,나는 좀 작고 귀여운 동물을 좋아해.
나는 고양이를 키우려고.,고양이도 너무 귀엽지!
그렇구나 하하 놀이기구 뭐뭐 탔어?,나 겁쟁이라 회전목마랑 바이킹 ㅋㅋ/넌 무서운 거 잘 타?
나도 잘 못 타ㅠㅠ경주월드에서 자이로드롭 한 번 탔었는데 너무 무섭더라고ㅠ,아 경주월드! 나도 그거 타봤어/그거 타고 토할 뻔 했어 ㅋㅋ/놀이공원은 츄러스 먹으러만 가야겠어
난 약간의 스릴은 즐겨서 후룸라이드 좋아해 ㅋㅋ,물에서 타는 거 말하는 건가?
타본 적 있어?,아니 ㅋㅋ 다른 사람들이 타는 거 봤어./사진도 찍히던데 맞나?
내가 어른이 됐다고 느낄 때가 언젠지 알아?,별로 알고 싶지는 않은데 언제인데?
바로 눈이 올 때야.,아 그건 나도 공감.
어릴 때는 눈 오면 마냥 좋았어.,"나도 그랬지, 예쁘잖아."
지금은 그저 하늘에서 내리는 쓰레기야.,그리고 바닥도 지저분해져.
난 진정한 어른으로 자랐나 봐.,그건 축하할 일이다.
무슨 영화를 제일 좋아해?,나는 어바웃 타임 좋아해.
왜 그 영화가 제일 좋아?,레이첼이 웃는게 너무 예뻐.
하긴 정말 사랑스럽게 웃어.,특히 결혼식 장면에서 유독 예뻐.
맞아. 빨간드레스를 입은 모습이 기억나.,나도 결혼식에 빨간 드레스 입을까봐.
그건 좀 다시 생각해봐.,알겠어 조언 고마워.
