req,res
그게 무슨 수련이야 그냥 애들 폭행하는 거지!,맞아 정신 교육이라는데 그냥 혹사 시키는 거야 ㅋㅋ
너는 학원 다녀본 적 있어?,나 어렸을 때 웅변 학원 다녔어 !
와 요즘에도 웅변 학원이 있을까?,요즘엔 다 없어지지 않았을까?
웅변 학원 다녀서 좋은 점은 뭐가 있죠?,살면서 그렇게 큰 소리 내는 일은 그때 뿐이었지
그때 학원 같이 다녔던 애들 기억나?,학원 끝난 뒤로는 다 흩어져서 잘 기억이 안나
그 학원에서 뭘 가르치는 거였어?,학원에서 국영수에다가 웅변 가르쳤어 !
웅변만 하면 애들이 안 오니까 그거까지 한 건가?,내 생각엔 그래 웅변만 하면 아무래도 안 보내주겠지?
그건 그렇지 학원비는 얼마였어?,그 당시는 돈 개념이 없어서 잘 모르겠네 너무 어릴 때라 ㅋㅋ
맞아 그렇지 웅변 학원 진짜 추억 돋는다 ㅜㅜ,맞아 ㅋㅋ 그래도 좋은 추억으로 남아있어
첫째 언니는 그러면 언제 애기 낳는대?,언니는 아이를 안 낳고 살고 싶어해 !
아 요즘에는 그런 부부들이 많이 생겼지 ㅜㅜ,맞아 형부랑은 아직 타협은 안된 상태야 ㅋㅋ
첫째 형부는 아이 낳고 싶다고 한대?,응 늦더라도 낳고 싶어 하고 있어
아이 낳으면 자기가 키울 자신 있대? ㅋㅋ,ㅋㅋ 아마 언니가 키워야 할 거야
그러니까 언니가 안 낳는다고 하지!,맞아 경력 단절을 무서워 하고 있거든
여자는 그게 제일 무서운 일이지 ㅜㅜ,다 포기하고 살아야 하는 거니깐 나도 무섭다 ㅠ
너도 나중에 아이 낳을 생각 없어?,나는 낳더라도 서른 살은 넘어서 낳고 싶어
혹시 모르니까 언니한테 난자 얼리라고 해 ㅋㅋ,맞아 나도 그런 생각 가지고 있어 ㅋㅋ
너는 남친이랑 언제 결혼할 거야?,남자친구는 내년으로 생각하고 있는 거 같아
가장 중요한 너의 마음은 어떠니?,내 마음도 비슷하긴 하지만 나는 좀 더 직장 생활하고 싶기도 해
그렇지 우리는 아직 젊잖아!,아직 20대 중반이니깐 너는 어때?
나는 아직 결혼은 먼 나라 얘기인 거 같아.,남자친구는 결혼 얘기 안하고 있어?
우리 둘 다 그런 얘기 잘 안 해 ㅋㅋ,ㅋㅋ 가장 이상적이다 부담스럽잖아 그런 얘기
맞아 그런 생각은 앞 자리가 바뀌고부터 생각하려고!,요즘 추세가 그러니깐 별로 문제 없을 거야 ㅋㅋ
맞아 요즘에는 결혼 안 하고 동거만 한다고 하더라 ㅋㅋ,나도 결혼 전엔 동거를 먼저 생각하고 있어 ㅋㅋ
나도 그거는 완전 공감이야 ㅋㅋ,실수가 없으려면 그래야 하지 않나 싶어 ㅋㅋ
너 이번에 물고기 몇 마리 산 거야?,나 물고기 4마리 데려왔어
네 마리면 금액이 얼마야?,나는 한 마리당 삼천원에 데리고 왔어 !
생각보다 물고기 가격이 비싸네?,중형 어종이라 금액이 좀 있었나 봐
중형 어종이면 크기가 얼마나 해?,다 크면 15센치 정도 된다고 해
15센치면 보통 손바닥 크기 아니야?,거의다 큰 거 보니깐 그 정도 될 거 같아!
헐 지금 보니까 내 손바닥보다 훨씬 더 크네?,그래서 어항을 얼른 바꿔줘야 해
지금은 크기가 얼마 정도인데?,지금 아마 10센치는 넘어 보여 눈 대중은
헐 이제 곧 다 크겠네?,맞아 그때 되면 산란도 한다더라 ㅋㅋ
너 제주도 가서 보트 타 봤어?,나 아쉽게도 보트는 못 타봤어
헐 거기 갔으면 우도에서 보트는 무조건 탔어야지!,맞아 ㅠ 근데 운영을 안 하시더라 그래서 다른 거 탔어
아 코로나 때문에 안 하나 봐 ㅜㅜ,그러니깐 그거 기대하고 간 거였는데
그러면 다른 거 뭐 탔어?,다른 건 삼발이라고 알고 있어?
삼발이? 그게 뭐야? 보트 같은 거야?,오토바이 같은 건데 바퀴 세 개 달린 레져야
그거를 삼발이라고 하는 거야? 카트라고 안 해?,명칭은 그랬는데 보통 삼발이라고 하더라고 ㅋㅋ
창피하다 정말 ㅋㅋ,ㅋㅋ 논산 사람은 다 삼발이라고 할 꺼야 너는?
나는 삼발이 처음 들어봤어 나는 구루마 ㅋㅋ,ㅋㅋ 오 서울 사람 다됐네 축하한다
우리 기억나? 테런 일진들 ㅋㅋ,맞아 내 친구는 아직도 하더라 ㅋㅋ
야 그거 캐릭터 요즘에 엄청 이쁘더라 ㅋㅋ,퀄리티가 다르던데 다른 캐릭터 억울하겠어
초원이랑 비교하는 거 보니까 초원이 울던데? ㅋㅋ,ㅋㅋ 내가 초원이면 캐릭터 자가 삭제 했어
ㅋㅋ 맞아 요즘에 인공지능도 발전해서 초원이도 생각이 있을 거야 ㅋㅋ,ㅋㅋ 얼마나 우울하겠어 퀄리티를 좀 올려줘야 해
운영자 멱살 잡아도 이거는 이해해야 한다 ㅋㅋ,ㅋㅋ 맞아 나도 그렇게 생각해 삐에로 멱살 잡아야대
요즘에 최고 레벨이 몇 이야?,우리 했을 때보다 다른 등급 나온 걸로 알고 있어 !
내가 얼핏 봤을 때 메달로 따지던데?,맞아 만렙인 사람이 많아서 그렇게 한 거 같아
우리의 넘사벽은 애니싸랑 인정?,아 ㅋㅋ 기억난다 진짜 추억이다 애니싸랄
너 최근에 간 여행지가 어디야?,나 최근에 갔던 여행지는 대천 해수욕장을 갔어
거기는 누구랑 갔어? 남자친구?,응 남자친구랑 친구네 커플 !
그건 국룰 알지?,맞아 대천은 조개 구이지 못 참아 ㅋㅋ
아 나도 조개 구이 먹은 지 백만 년 된 듯 ㅜㅜ,근처에 갈만한 곳은 없어?
응 심지어 혼자서 먹을 집이 없잖아 ㅜㅜ,아 하긴 ㅠ 그렇겠다 너는 어디 안 가?
응 코로나잖아 갈 곳이 어디 있어 ㅜㅜ,맞아 그래서 바다 간 거야 사람은 많이 없더라
나는 주변에 공원이 있는데 아직까지는 더워서 집콕 중!,맞아 여름 휴양지는 집콕이 최고야
맞아 에어컨 틀고 이불 덥고 있으면 극락 ㅋㅋ,ㅋㅋ 그게 바로 집캉스지 그게 최고야
나 조개 구이 먹고 싶은데 날씨가 아직 덥잖아 ㅜㅜ,맞아 조개는 날씨 많이 타서 조심해야 해
조개에 있는 세균이 살모넬라균인가?,살모넬라는 계란에 있는 균 아니야?
아 그런가 그러면 조개는 뭐지?,나도 잘은 모르지만 여름에는 먹으면 안돼 ㅋㅋ
그러니까 아직까지 더우니까 먹고 싶어도 못 먹어 ㅜㅜ,맞아 슬슬 쌀쌀해지니깐 그때 먹자 ㅋㅋ
근데 조개는 몇 월이 제철이야?,조개는 제철은 모르지만 추울 때 먹어야 제 맛이지 ㅋㅋ
오 내가 검색해 보니까 1월이 제철이래!,아 진짜? 역시 조개는 겨울이야
겨울에 추우니까 애들이 살찌운대!,오 그건 사람하고 똑같다 ㅋㅋ
ㅋㅋ 맞아 내가 잘 아는 애와 닮았어.,그 아는 애가 내가 아니였음 좋겠어
너 이번에 뉴스 봤어? 완전 경악,어떤 뉴스 있는데 그래?
중딩 애들이 할머니 때리는 동영상 있잖아.,중딩이 할머니를 때려? 아 본 거 같아
그거를 웃기다고 동영상 찍고 올렸잖아 ㅋㅋ,진짜 세상이 말세다 요즘 애들 무서워
그러니까 애들이 원래 문제가 있는 애들이래.,요즘 진짜 교육 신경 써야 해 문제야
맞아 요즘 학교도 잘 못 나가서 더 그러는 걸 수도 있어.,맞아 학교에서 배우는 도덕이 중요한데
완전 인정 심지어 꽃다발로 때렸다는데 그게 뭔 줄 알아?,꽃다발로? 꽃다발이 어디서 나서 그걸로 그랬대
그게 위안부 소녀상에 놓은 백합 꽃다발이래 ㅋㅋ,진짜? 걔네는 이번일 계기로 벌 제대로 받아야 해
안 그래도 애들 신상 털렸대 ㅋㅋ,오히려 그게 걔네 인생에 도움이 될 거야
너는 해외 뉴스 같은 거 잘 봐?,해외 뉴스? 가끔 지나가는 거 보기는 해
나는 오늘 기사 봤는데 테슬라 차에 사람이 죽었다는 기사를 봤어.,테슬라 차에? 어쩌다 그런 일이 생겼는데?
한 남성이 길가에서 타이어가 터져서 타이어를 교체하고 있었대.,그러다가 테슬라 차량에 치인 거야?
어 그렇다고 하네 근데 그런 일은 솔직히 흔한 일이잖아.,하긴 교통사고가 흔하긴 한데 논란 될 일인가?
테슬라가 자율 주행 차로 유명한 브랜드래!,자율 주행으로 유명한데 그 상태로 사람을 치어?
그러니까 그래서 기사가 실린 거지!,테슬라 주가 엄청 떨어지겠다
너 혹시 테슬라 주식 샀니?,아니 난 이제 주식 접었어 ㅋㅋ
그나저나 죽은 남성 불쌍하다 ㅜㅜ,맞아 ㅠ 진짜 불운인 상황이네
너는 화장 방법이 어떻게 돼?,나는 더울 때는 최대한 가볍게 해!
너 수부지 피부 타입이야?,응 기름은 많은데 얼굴이 건조해
맞아 너 기름 종이 달고 다녔잖아 ㅋㅋ,ㅋㅋ 그건 너랑 같이 썼던 기억인데
나도 나비 존에 기름이 좔좔 흘렀었지 ㅋㅋ,ㅋㅋ 맞아 얼굴에 있는 구멍에선 전부 나왔어
그때는 한창 호르몬이 분비될 나이였잖아~,청소년기는 그렇지만 나는 현재 진행형이야
나도 마찬가지야 그러면 비비크림 발라?,나는 팩트 하나로만 화장해 기름이 많아서
근데 펙트 하나만 쓰면 커버가 잘 안 되지 않아?,맞아 근데 요즘 마스크 써서 별로 상관없더라
그건 그래 어떤 사람은 눈만 화장한대 ㅋㅋ,맞아 ㅋㅋ 근데 밥 먹을 땐 내려야 하니깐
너는 술을 그렇게 먹는데 소화는 잘 돼?,나 소화가 잘 안되는 편이야
술은 회사 끝나고 먹는 거 아니야?,맞아 퇴근하고 저녁 먹을 때 반주 해
저녁을 안주 삼아서 먹는 거야?,맞아 ㅋㅋ 저녁을 안주 거리 위주로 만들지 ㅋㅋ
일주일에 술을 몇 번 먹는 거야?,일주일에 다섯 번은 먹는 거 같아 걱정이야
야 ㅋㅋ 니 간 진짜 쌩쌩한가 봐!,ㅋㅋ 안 그래도 병원 갔는데 지방간이 있대
아 이제 하나둘씩 고장이 나는 구나 ㅋㅋ,그래서 이제는 좀 신경 쓸려고 하고 있어
그래 일주일에 세 번만 먹어!,그래야지ㅠ 이제 건강 신경 쓸 나이야
이게 이십 대 중반으로 오니까 확실히 달라 ㅜㅜ,맞아 서른 되기 전에 회복해야지 ㅋㅋ
너 왜 주식 그만뒀어?,주식은 없어도 되는 돈으로 해야 하는 거 같아
ㅋㅋ 아니야 월급의 10%는 주식에 투자하라고 했어!,사람의 욕심은 끝이 없고 같은 실수를 반복하지
그거는 인정 너 많이 잃었구나?,ㅋㅋ 결론으로 보자면 벌긴 했지만 막판에 털고 나왔지
아 진짜? 얼마나 벌었어?,결론으로는 아마 50프로 정도 벌었어 !
50%면 계속 가지고 있었어야지!,다른 거 샀다가 더 벌 수 있었는데 많이 까였지 그래서 포기했어
주식은 나의 친구와 같다고.,ㅋㅋ 맞아 자꾸 욕심나더라구 더 넣고 싶어서
그러면 더 넣었어야지 우량주 쪽으로!,ㅋㅋ 나는 단타쟁이여서 장기 투자는 못하겠더라 ㅋㅋ
주식은 단타로 하는 거 아니라고 했는데 잘 했네.,ㅋㅋ 주변에서 도움 많이 받았었지 그땐
너는 개콘이나 그런 곳 방청 해 본 적 있어?,나 해 본 적은 없는데 코빅 가고 싶어
헐 나도 코빅 가보고 싶은데 ㅜㅜ,맞아 코로나 때문에 관객이 없더라 ㅠ
관객이 없는 게 아니고 그냥 못 부르는 거지 ㅜㅜ,맞아 요즘엔 영상으로 직관 할 수 있게 해주더라
맞아 최근 꺼 봤는데 그렇게 하더라 사람 엄청 크게 보이게 ㅋㅋ,ㅋㅋ 그래도 진짜 관객 앉아있는 것보단 흥이 덜 할 거 같아
맞아 그때 그 느낌을 살려야 하는데 나는 안녕하세요? 가보고 싶었어.,아 ! 안녕하세요 재밌게 봤는데 요즘도 하나?
아니 그거 시즌 2로 온다고 했는데 감감무소식이야 ㅜㅜ,그렇겠다 안녕하세요는 관객이 필수인데 ㅠ
맞아 근데 그게 왜 종영했는지 알아?,아니? 종영 이유는 나는 못 들어봤어
고민 사연자들이 알고 보니까 거짓말을 치는 사람들이라 그랬대.,"아 그럴 수도 있었겠다 홍보할려고, 아쉽네 ㅠ"
너는 지금까지 봤던 영화 중에 최고로 꼽는 영화 있어?,나는 유치하긴 하지만 늑대소년 재밌게 봤어
아 미안한데 나 그거 저번 달에도 봤거든.,ㅋㅋ 너의 중기님이 나오는 거라 본 거니
맞아 그것도 마지막에 눈물을 또 흘려버렸지 뭐야~,맞아 그 영화 하이라이트는 그 부분이야 ㅠ
하 너 때문에 피자 먹으면서 그거 또 봐야겠어 ㅜㅜ,울면서 피자 먹으면 체해 ㅠ 나도 봐야겠다
너 넷플릭스 아이디 있어?,나 넷플 다른 사람 꺼 공유하고 있어
나도 마찬가지야 거기에 늑대소년 있잖아 ㅜㅜ,아 진짜? 요즘 넷플릭스 볼 거 많아졌네!
맞아 넷플릭스만의 그 색채감이 있잖아.,응 대부분 스튜디오 드래곤 이더라! 알고 있어?
아 진짜? 그거는 몰랐네!,맞아 다른 거 볼 때 한번 봐봐 대부분 그래 ㅎ
오늘 회사에서 점심 뭐 나왔어?,오늘 회사에서 너비아니 나왔어
너비아니가 떡갈비 같은 건가?,맞아 그런 거야 너는 먹어봤어?
아니 나는 한 번도 안 먹어봤어!,갈비 같은 맛이 나는 거야 맛있어
오 그래? 나 갈비 짱짱 좋아하는데!,약간 떡갈비 같은 맛도 나 ㅋㅋ
근데 너네 회사 그런 것도 나오고 좋은 회사다!,맞아 우리 회사 밥 되게 맛있어
다른 거 뭐 나왔어?,오늘 소고기 육개장 나왔어
헐 나도 너네 회사로 입사하면 안 됨?,우리 회사 다른 건 몰라도 밥은 진짜 맛있어
나도 너비아니 먹게 너네 회사로 갈게!,언제든 와 항상 자리는 열려있어
너는 아파트로 이사 갈 생각 없어?,나 갈 수만 있으면 아파트 가고 싶어
근데 요즘 아파트 가격이 너무 비싸 ㅜㅜ,맞아 요즘 집값이 너무 올랐어
맞아 논산도 억대라고 하던데?,맞아 논산도 두 배는 오른 거 같아
그러니까 우리가 살 곳은 어디일까?,우리 시골에서 농사 지어야 하지 않을까
ㅋㅋ 맞아 텃밭 가꾸는 거 너무 좋겠다!,맞아 나는 청양 고추 키우고 싶어
맞아 너 매운 거 좋아하지?,맞아 지금도 키우고 싶긴 해
그거 집에서 집에서 키우는 키드 있을걸?,응 한번 알아보려고 해 ㅋㅋ
그거 다 키우면 나도 한 개만 주라!,다 키워서 한 봉지에 싸게 팔게
퇴근길 어땠어? 안 막혔어?,오늘 비 와서 퇴근 너무 힘들었어
헐 나도 오늘 지옥철 탔어 ㅜㅜ,비 와서 엄청 찝찝했겠다 !
맞아 에어컨도 안 틀어줬어 ㅜㅜ,덥고 습하고 퇴근 최악이었네
너는 빵빵한 에어컨 틀고 왔겠다?,맞아 18도로 하고 달렸지 ㅋㅋ
부럽다 차로 집까지 가는데 몇 분 걸려?,차 타고 집까지 15분 정도 걸려 ㅋㅋ
퇴근하는 길 너무 딱 좋은 시간이다 ㅜㅜ,맞아 그 이상 걸리면 퇴사 각이지
나도 그런 인생 살고 싶다!,서울은 어딜 가던 30분 걸려?
당연하지 그리고 내 차로 퇴근 절대 못 해!,맞아 나도 20분 거리 2시간에 간 적 있어
너 왜 오늘 지각했어!,아 그 이유는 어제 너무 늦게 잤어
아니 그게 아니고 나랑 한 약속 시간을 어겼잖아!,아 그거 ㅋㅋ 회사에서 조금 늦게 나왔어 ㅋㅋ
ㅋㅋ 회사에서 업무를 늦게 줬어?,응 늦게 주긴 했는데 금방 끝났어 ㅋㅋ
다행이다 무슨 작업이었는데?,서류 정리해서 파일에 놓는 거야 ㅋㅋ 쉬워
그래도 쉬운 일이라서 다행이다!,맞아 ㅋㅋ 어려운 거면 오늘 야근 각이였어
너네 야근 수당도 줘?,아니 나는 연봉제라 수당이 없네
그래? 그러면 당장 퇴사해!,당장 퇴사하면 독촉에 시달려야 해
ㅋㅋ 인생 너무 서글픈 거 아니냐!,인생 살기 힘들지 우리 힘내자 ㅋㅋ
니 남친은 술 먹고 어떤 얘기 해?,술 먹고 군대에서 축구한 얘기해 ㅋㅋ
역시 남자들은 다 똑같구나!,너 남자친구도 군대 축구 얘기해? ㅋㅋ
그럼 당연하지 국룰 아니겠니?,맞아 ㅋㅋ 다른 얘기는 안 해?
맞아 군대에서도 삼겹살 파티한다더라?,아 진짜 그 얘기는 처음 들어본다 ㅋㅋ 신기해
그러니까 솥에다가 구워 먹는대!,솥에다가 삼겹살 파티? 술도 먹는대?
술을 거기서 먹을 수 있을까?,오 술까지 있으면 진짜 맛있겠다 ㅋㅋ
그때는 다 애였으니까 콜라면 충분했겠지!,20살에 콜라는 용납할 수 없어 ㅋㅋ
갑자기? 콜라가 얼마나 좋은 약인데!,맞아 내 소화제도 콜라야 ㅋㅋ
너 요즘에 공부하는 중이야?,나 요즘 회계 프로그램 배워보고 싶어
아 아직 공부하는 단계는 아니고?,응 직장 다니면서 공부하기 어렵네
그 사이버 대학은 생각 안 해봤어?,사이버 대학 요즘 알아보고 있어
헐 그 사이버 대학은 집에서 공부하는 거야?,인터넷으로 강의 듣는 거 같아 ㅋㅋ
그것도 대학 등록금 내야 해?,일반 대학보단 훨씬 저렴하게 갈 수 있나 봐
나라에서 지원해주는 거는 없고?,나라에서 지원 받는 내용은 들어본 적은 없어 ㅋㅋ
그렇구나 그러면 그것도 2년제인가?,음 처음엔 2년제라고 알고 있어 !
그러면 더 공부하고 싶으면 4년제 나와도 되는 거야?,응 그런 건가 봐 ㅋㅋ 공부 열심히 하면 ㅋㅋ
너네 조카가 몇 명이라고 했지?,나 조카 두 명 있어 ㅋㅋ 귀여워
첫째가 지금 몇 살이야?,첫째가 올해 초등학교 입학했어!
헐 대박 벌써 초등학교 입학까지 했어?,맞아 마냥 애기였는데 신기해 ㅋㅋ
그치 ㅋㅋ 첫째는 남자아이야 여자아이야?,첫째 조카는 남자아이야 장난꾸러기야
그러면 말도 되게 잘 하겠다!,맞아 내 이름 부르는 것도 되게 신기해
애들은 거짓말을 못한다고 하더니 맞구나.,아 ㅋㅋ 어렸을 때부터 불러서 그런가 봐 ㅎ
너는 남편 이상형이 어떻게 돼?,나는 나랑 코드가 잘 맞는 사람이야
잘 맞는 사람 지금 니 옆에 있니?,어 맞아 ㅋㅋ 옆에 있어 ㅋㅋ
정말? 그거 정말 인연이다!,맞아 인연 만나는 것도 복인 거 같아 너는?
나는 내 이상형 지금 부산에 있어.,와 부산 진짜 멀리 있다 끝과 끝이네 ㅋㅋ
응 지금 출장 중인데 오늘 못 왔어.,남자친구 왜 출장 갔어?
일 때문에 갔는데 일이 늦어져서 기차를 못 탔어 ㅜ,와 ㅠ 고생하신다 그럼 내일 보는 거야?
아니 그냥 집으로 가겠지 인생은 혼자야.,맞아 ㅋㅋ 인생 혼자 살아야 해 자립심 키우자
맞아 그래도 너는 행쇼 해야 해!,너도 이쁜 연애하길 바래 ㅋㅋ
너는 결혼하고 신혼 집에 그 물고기 데리고 갈 거야?,응 오래만 살아준다면 그럴 거 같아
그렇구나 그 애가 몇 년 산다고 했지?,평균 수명은 15년 정도래 ㅋㅋ
그러면 다른 애는 분양할 생각 없어?,어제 햄스터를 분양 받았어 ㅋㅋ
진짜? 색이 어때? 갈색이야?,등은 갈색이고 배가 흰색이야
헐 완전 귀엽겠다 한 마리 분양했어?,맞아 한 마리에 애정 주려고 ㅋㅋ
톱밥 같은 것도 사야 하지 않아?,맞아 용품들 사오는데 돈 많이 들더라 ㅋㅋ
그렇구나 총 얼마나 들었어?,햄스터까지 30만원 정도 든 거 같아 ㅠ
헐 햄스터도 키우려면 다 돈이구나 ㅜㅜ,맞아 요즘 햄스터 엄청 귀해졌드라
너는 수영 할 수 있어?,나 살면서 수영해본 적이 없어 ㅋㅋ
그래도 생존 수영은 배워야지!,맞아 물에 가면 시도는 하는데 못하겠더라
보건소 수영장 가서 한 번 배워봐!,거기 수영복 입어야 하지 않아?
그러면 목욕탕 가서 냉탕에서 첨벙첨벙 해!,목욕탕은 벗어야 하지 않아?
노출에 많이 예민한 친구구나!,맞아 난 계곡에서 수영 연습하려고 넌 할 줄 알아?
나는 당연히 할 줄 알지!,오 신기하다 처음 알았어 ㅋㅋ/무슨 수영할 수 있어?
나 개구리 수영이랑 개헤엄 잘 쳐!,우와 그것도 능력이야 신기하다 ㅋㅋ
나 심지어 물에서 뜰 수도 있는걸?,난 물에 떠본 적 없는데 부럽다 ㅋㅋ
오랜만에 테런이나 같이 할래?,와 테런 진짜 오랜만이다 ㅋㅋ
그치 테런 요즘 연금이 장난 아니더라 ㅋㅋ,너 아직 연금 남아있어?
나 무당 벌레 복장 아직 있을걸?,우와 무당 벌레 ㅋㅋ 너 고인물이네 ㅋㅋ
나 완전 고인물이지 너는?,나 여우 입 남아 있을껄?
헐 그거 3차 연금 아니야?,맞아 오리 입에서 키웠던 거 같아
그거 능력이 어떻게 돼?,잘 기억이 안 나네 ㅋㅋ 너무 오래됐다
근데 요즘에 무당 벌레 그냥 주더라 ㅋㅋ,아 진짜? ㅋㅋ 나 할 때는 열심히 모았는데 억울해
우리는 카드 엄청 모아야 했잖아.,맞아 학교 끝나고 맨날 게임 했는데 ㅋㅋ
남친이랑 이번에 어디 안 놀러 가?,이번에 강원도 갈려고 해 ㅋㅋ
헐 강원도 어디? 나도 갔다 왔는데!,강원도 횡성 ! 넌 어디 갔어?
강원도 횡성이구나 나는 강릉!,강릉 해돋이 명소지 ㅋㅋ/어디 어디 갔어?
나도 잘 몰라 그냥 바닷가 다녔어 ㅋㅋ,강릉 물 진짜 맑지 않아?
어 대천 보다가 여기 보니까 진짜 맑더라!,맞아 제주도 같아 대천은 흙탕물이지 ㅋㅋ
그래서 대천은 조개가 유명하잖아~,대천 하니깐 조개 구이 먹고 싶네
나도 진짜 조개 구이 너무 먹고 싶다!,대천에서 조개 구이 소주 한잔이면 극락이지 ㅋㅋ
헐 나는 사이다 먹을래!,조개 구이에 사이다라니 그건 범죄야
야 이게 무슨 하늘의 농락이냐!,왜 하늘에 무슨 일이 있니
나 오늘 아침부터 빨래 돌렸거든.,이런 빨래에서 냄새 많이 나겠다
망했어 어차피 건조기 돌린 건데 눈물 난다!,갑자기 비가 너무 많이 와서 ㅠ 집 습하겠다
맞아 비 내일까지 온다더라 ㅜㅜ,내일도 또 온대? 출근 힘들겠다
그러게 출근길 많이 막히지?,비 오면 조금 막히는 편이야 ㅠ
다들 그렇지 비가 많이 안 와야 하는데 ㅜㅜ,비 오면 옷도 다 젖고 쉰내 나 ㅠ
맞아 지하철도 쉰내 풀풀이야 ㅜㅜ,사람도 많아서 더 찝찝하지 ㅠ
맞아 하지만 그렇다고 일찍 출근하진 않아.,ㅋㅋ 응 나도 그건 마찬가지야 ㅋㅋ
야 요즘에 비가 많이 왔잖아.,응 맞아 지금도 오고 있어 ㅠ
그래서 배추 농사가 망했다고 뉴스에 떴더라. ㅜㅜ,식물은 물을 많이 먹어야 잘 자라는 거 아냐?
아니 과유불급이라고 너무 많이 와서 망했대 ㅜ,그동안 농사지은 거 엄청 손해 봤겠다 ㅠ
기본 3천만 원 이상 손해 봤다더라 ㅜ,이런 농가 하나당 그렇게 본 거야?
아니 그거까지는 잘 모르겠는데 비료값랑 이것저것 해서  ㅜㅜ,하긴 그동안 키우느라 들어간 돈 되게 많을 텐데 ㅠ
근데 배추 값도 똥값이래 ㅜ,그런 거 피해는 어디서 지원 안 해주는 거야?
내가 알기로 나라에서 지원해 주는 걸로 알고 있어.,그렇겠네 그래도 직접 파는 것보단 덜 받겠다 ㅠ
맞아 그리고 수요가 없대 ㅜ,하긴 지금 김장철도 아니여서 그렇겠네 ㅠ
너 요즘 용어로 많이 쓰는 피티에스디라고 알아?,요즘 SNS에서 많이 접해서 대충 알고 있어
맞아 이번 미국에서 이걸 겪고 있는 사람이 사람들을 쏴 죽였대 ㅜ,진짜? 왜? 무슨 이유로 그런 거래?
피티에스디가 있는데 정신 착란까지 와서 총기 난사를 했대 ㅜㅜ,그 사람은 왜 그런 질병을 얻은 거야?
일가족을 다 죽였대 ㅜ,살아남은 사람은 한 명도 없는 거야?
아니 11살 여자아이 한 명 살아남았대 ㅜ,그럼 나머지 가족은 다 죽은 거야?
응 심지어 죽은 사람 중에 3개월 된 갓난 아이도 있었대 ㅜㅜ,너무 안쓰럽다... 가족 구성은 어떻게 되는데?
할머니 엄마 아빠 살아 남은 여자아이 그리고 갓난아기 동생 이렇게 5명 ㅜㅜ,일가족 봉변 당했네 너무 불쌍하다
그래서 경찰이랑 대치 상황 벌이다가 결국에 체포됐대.,그나마 잡혀서 다행이다 무섭다 ㅠ
너는 스드메 어디서 할 거야?,음 나는 유명한 데서 하고 싶어
근데 그거 알아? 남자들은 스드메 뭔지 모른다?,아 진짜 내 남자친구한테 물어봐야겠다 ㅋㅋ
물어봐 진짜 모른다고 할걸?,와 진짜 모른대 ㅋㅋ 왜 모르지 ㅋㅋ
이제부터 니가 가르치는 거야 가랏!,진짜 모를 줄은 몰랐네 ㅋㅋ
그나저나 언제 알아볼 거야?,나는 에스엔에스로 찾아보려고 해 !
요즘에 결혼식 박람회 같은 거 많이 하지 않아?,코로나 때문에 다 안 하고 있잖아 ㅠ
아 그렇구나 이놈의 코로나 ㅜㅜ,맞아 이러다 결혼식은 할 수 있나 모르겠다
그러게 말이야 모든 사람의 축하를 받을 자리인데!,맞아 그때는 코로나 끝났으면 좋겠다
너는 수술해본 경험 있어?,나 수술은 아직 한 번도 없어
나도 없는데 이제 곧 할 거 같아.,무슨 수술인데 어디 아파?
아픈 건 아니고 그냥 삶의 질을 높이려고 ㅋㅋ,ㅋㅋ 아 그래서 열심히 일하고 있구나 ㅋㅋ
그럼 그럼 사람은 삶의 목적도 있어야 해!,맞아 ㅋㅋ 나도 그런 분야라면 곧 할 거 같아 ㅋㅋ
아 너도? 언제 할 예정이야?,나 다이어트 성공하고 할 예정이야
그렇구나 그나마 우리 둘 다 아픈 곳은 없어서 다행이야!,맞아 그래도 건강한 게 최고지 ㅋㅋ
맞아 영양제 남친이랑 잘 챙겨 먹어!,그래 너도 항상 몸 잘 챙겨야 해
고맙다 친구야 우리 만나면 운동도 하자!,그래 코로나 항상 조심해 !
요즘에 너네 회사에 좋은 주식 소스 없니?,회사는 아니고 남자친구가 주식 하고 있어 ㅋㅋ
어떤 종목으로 투자하고 계셔?,식품 회사 분야로 공부하더라고 ㅋㅋ
거기 한 주당 얼마래?,한 주당 만 오천 원 정도 해 ㅋㅋ 살만해 ㅋㅋ
미래성이 보이는 회사에 투자하신 거야?,테마주로 산 거야 단타 치려고 ㅋㅋ
단타는 무슨 말이고?,테마주는 그때의 핫한 주제? 같은 거야 ㅋㅋ
그렇구나 그거 카톡 방도 따로 만들던데!,맞아 들어가 본 적은 없는데 도움이 되나 봐 ㅋㅋ
맞아 나도 들어가고 싶은데 간이 작아서 못하겠어 ㅜㅜ,맞아 주식은 없어도 되는 돈으로 해야 해 ㅋㅋ
나는 없어도 되는 돈이 없어 ㅜ,나도 마찬가지야 우리 적금 열심히 하자
나 어제 호텔 델루나 봤거든?,호텔 델루나? 그거 끝난 거 아니야?
맞아 넷플에 올라와 있더라고!,나도 옛날에 재밌게 봤었는데 ㅋㅋ
나는 처음 보는데 여진구랑 아이유 나오더라!,맞아 아이유 진짜 이쁘지 ㅋㅋ
어 옷이랑 완전 찰떡이야! 존예 ㅜㅜ,맞아 ㅋㅋ 그런 거 잘 어울리기도 쉽지 않은데
근데 거기 나오는 다이아몬드 진짜래?,아이유 정도 되면 진짜지 않을까?
